title,word,count,pvalue_brackets,more_or_less_brackets,pvalue_text,more_or_less_text,in_corpus_count,in_corpus_brackets_pvalue,in_corpus_brackets,in_corpus_text_pvalue,in_corpus_text,in_brackets_count,in_brackets_pvalue,in_brackets
corpus,recipesmost,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,philosopherwithout,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,imitationsay,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,revealsand,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,victimizations,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,perfectionone,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,culturewhich,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,grosset,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,simpleminded,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,insecure,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,subjectparticularly,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,suffcient,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,fiddling,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,comediessomething,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,weiskell,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,knowhad,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,dissenters,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,coactivelysince,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,radioactivity,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,schemata,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,todemand,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,detachable,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,daughtersfrom,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,antihumanist,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,gilt,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,existedan,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,boyishness,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,asakind,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,fromcompleteness,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,featurefilm,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,withholdings,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,videos,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,homme,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,dreacting,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,worththis,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,heiresses,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,desophisticated,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,danceas,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,ciphering,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,worklights,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,abscess,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,interject,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,utiliry,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,unwedded,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,leethgatherer,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,greenness,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,stampthe,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,fifoot,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,erratic,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,suspenseas,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,loomas,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,grinder,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,daydrifts,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,indeeda,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,minemy,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,conditionality,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,ambiguiies,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,salably,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,howwithout,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,toads,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,stateperhaps,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,governmentthat,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,excludingand,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,distrait,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,winningly,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,dudman,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,untellableit,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,emanations,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,trustee,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,dictator,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,competentlywhich,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,lordship,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,reqmre,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,thatquite,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,cobbling,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,brazenly,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,sixmonth,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,cradle,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,tortoises,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,fourandahalf,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,saidsurely,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,taxation,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,terrorism,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,lislesurlasorgue,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,impressionistically,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,neighborliness,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,actuallf,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,emperorstood,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,trails,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,zforms,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,recepion,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,nehmen,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,upositivism,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,dementia,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,pleshetteaway,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,anotherilet,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,uremia,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,idolater,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,dtrections,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,pavillion,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,sshadow,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,ahcad,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,disfigure,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,histrionics,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,hichzeitlichen,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,starlet,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,stratified,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,unre,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,capifalism,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,woof,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,dindependance,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,nonsensicality,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,dismissibility,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,tinny,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,assumeby,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,fatthin,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,companionthan,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,ofsuccessfullyconveying,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,durftiger,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,cashed,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,you.i,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,crowe,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,picnrres,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,presage,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,wellaimed,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,invasions,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,archly,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,findesiecle,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,conncept,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,misfortuneemerson,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,interludes,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,presocial,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,lousy,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,whywhat,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,soberly,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,heayf,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,aboveground,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,lunches,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,ironists,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,autoplastic,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,rossi,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,trotsky,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,biographythan,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,metaphorization,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,happensto,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,quences,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,girlsis,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,crystalline,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,interrogations,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,becauseprojected,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,originators,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,stowaways,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,eulogy,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,bedenklichste,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,mea,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,painperhaps,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,wasn,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,monarch,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,inconsiderateness,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,peru,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,musses,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,wozu,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,ourselveshow,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,lecured,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,outfielders,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,musicnumbers,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,chodorow,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,philosophymaking,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,honeysuckle,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,begriffschrift,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,angpy,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,disputable,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,vorare,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,runthrough,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,invisiblethe,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,humankindas,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,treaty,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,subsidiary,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,mcleod,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,lnvesfigations,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,ithat,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
corpus,pronouncement,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.40467874936727044,More,0.0554766020080501,More,1.0,0.10420560147199688,More
