brackets,title
"(J. L. Austin was thinking, like Wallace Stevens's line, about the internality of words and world to one another when he asked, parenthetically in his essay ""Truth,"" ""Do we focus the image or the battleship?"")",Pursuits of Happiness
(To escape criticism by invoking directly the theory of an art can be taken as a motive of the modern in art.),Pursuits of Happiness
"[You cannot know the bignificances a priori, for example by consulting some code; interpretation is required.]",Pursuits of Happiness
"(I do not wish, in trying for a moment to resist, or scrutinize, the power of Spencer Tracy's playfulness, to deny that 1 sometimes feel Katharine Hepburn to lack a certain humor about herself, to count the till a little too often. But then I think of how often I have cast the world 1 want to live in as one in which my capacities for playfulness and for seriousness are not used against one another, SO against me. I am the lady they always want to saw in half.)",Pursuits of Happiness
"(The photograph of a photograph, their edges coinciding, is the same photograph, in a later generation, it is a duplicate. A painting of a painting is not the same painting; it is a good or bad copy. As you can learn something about painting by working alongside someone who can paint, so you can learn something about taking photographs by working alongside someone taking photographs that you care about. But while for a significant history of painting you could learn painting in part by copying paintings, at no time in the history of photography could you have learned photography in part by photographing photographs, if this is different from printing them.)",Pursuits of Happiness
"(I don't know what to make of the fact that Kip is supposed to have written a bad Cole Porter song, beyond observing that mooching normally demands some talent and a certain bankable h.rm. But had a good Cole Porter song been attributed to him I l would have a harder time characterizing him in the terms I do.)",Pursuits of Happiness
"(This alignment is broadly hinted at a couple of times. After singing his song for them Kip says to Amanda, for Adam's benefit: ""You've got me so convinced I may go out and become a woman."" This remark also serves to prepare later speculations about sex reversals, which we will come to in a moment. Again, during Kip's narration of the home movie, as Adam is captured kneeling winningly between their two bulldogs, and as someone in the company exclaims something helpful like, ""Oh, look. Dogs,"" Kip slowly counts them: ""One, two, three."")",Pursuits of Happiness
"(And in what genre is this moment not demanded of a romantic hero? In such a work as To H a v e a n d H a v e Not, where it is the man who has to become reborn into the world in order-till-to prove or provide innocence, Bacall says to Bogart, ""I'm hard to get, Steve. All you have to do is whistle."" And she is right, and Sympathetic. It is hard. In Hawks's earlier O n l y Angels H a v e W i n g s , Jean Afihur uses virtually the identical words to Can Grant; and she is right, too.)",Pursuits of Happiness
"(The background distinctions here are among male and female impressionists, reactive heterosexual men, and what you might call imitation or fake men. This last is a quality that people, doubtless mostly certain men, may see in Hepburn, people who do not recognize what she is and the dimension a certain boyishness gives to her way of being womanly. Much of this is duly noted in Doris's remark during her interview, in response to Amanda's offer of a cigarette, that she doesn't think women should smoke, that it isn't feminine, that Amanda should excuse her for saying so, and our having to go ahead and imagine H e b u r n m a n dreacting a to the source of the deprived observation, -and allowing herself to excuse it.)",Pursuits of Happiness
"(And again with Donald Ogden Stewart as writer, joined by Elliot Paul for A Woman's Face, perhaps because of the European setting.)",Pursuits of Happiness
"(One of the tinniest of a small chain of tinny moments in A Woman's Face is the woman's declaring in court that her feeling for the other man was not love: ""I know that now,"" says Joan Crawford.)",Pursuits of Happiness
"(I daresay it is this sort of st, that critics have responded to in calling Cukor a woman's director.)",Pursuits of Happiness
"(It is not surprising to find it in Garson Kanin's Born Yesterday, filmed by Cukor in 1950; an advanced New Comedy. And I hear film noir declaring its allegiance to the fantasy when in the closing moment of Robert Siodmak's The Killers, a bad, hysterical Ava Gardner kneels over the unconscious body of Albert  h e r , screaming, as if to call the words back from the grave, ""Say Kitty is innocent. Say Kitty is innocent."")",Pursuits of Happiness
"(Gaslight can be seen as Cukor's response at Once to Victor Fleming's Dr. Jekyll and M r . Hyde (1941) and to Hitchc k ' sShadow of a Doubt (1943), sharing lngrid Bergman with the former, Joseph Cotten with the latter.)",Pursuits of Happiness
"(I recall here Nevill Coghill's suggestion in distinguishing Shakespearean and lonsonian comedy, which I cite in the reading of His Girl Friday, that the shakespearean is an opposite or shadow of tragedy whereas the Jonmnian is not.)",Pursuits of Happiness
(persons in these positions might credibly be equated on the ground that both have gone crazy.),Pursuits of Happiness
"(The intuition I express of the camera as revealing the reverse sexual nature of its human subjects goes with two other intuitions I have expressed about the camera. First, in connection with The Philadelphia Story, I spoke of the camera as revealing an otherwise invisible self, and I related this to its suggestion of the Blakean Specter and Emanation. Second, in the Foreword to the enlarged edition of The World Viewed, 1 speak of the inherent reflexiveness or self-referentiality of objects filmed and projected on a screen, of the luminosity lendable to projected objects by their ""participation"" [a word meant to pick up Platonic aspirations] in the photographic presenting of themselves, a presence that refers to their absence. 1 wish to understand as an analogue to this ontological speculation about material objects the speculation about human beings, things with consciousness, that their presence refers to their absent, or invisible, or complementary, sexuality. The of objects harks back, in my mind, to the earlier claim in The World Viewed that objects on a screen appear as held in the frame of nature, implying the world as a whole. The sexual reflexiveness of human beings would accordingly suggest the individual as expressing humanity as such, what in The Claim of Reason 1 call the internal relation of each human being with all others.)",Pursuits of Happiness
"(A wacky, or impossible, solution to the mystery of marriagewhich 1 found to be glanced at in the pair of closing stills of The Philadelphia Story-is proposed in other significant films, both inside and outside our genre. Inside, Preston h r g e s , in The Palm Beach Story (1942) multiplies remarriages beyond necessity, or credibility; outside, in Some Like It Hot (Billy Wilder, 1959), 1- E. Brown accepts a male bride on the ground that nobody's perfect.)",Pursuits of Happiness
"(I think this image is taken over, in homage, by Cukor for his M y Fair Lady; but here my memory is less strong than my wish.)",Pursuits of Happiness
"(The dialogue explicitly adds itself u p this way. ""Hooray for that little difference"" Adam will hurriedly say, we saw, at the conclusion. And during his harangue he had said to Amanda, ""We've had our little differences, and I've always tried to see your point of view."" But what? This difference is different? Why? Because it is not discussible? What does that mean? Saying hooray to the little differences, in good faith, is saying hooray to exchanges about them, of them.)",Pursuits of Happiness
"(""What's happening?"" asks Beckett's blind Hamm, trapped between beginning and ending.)",Pursuits of Happiness
(I),Pursuits of Happiness
(6a),Pursuits of Happiness
(8a),Pursuits of Happiness
(12a),Pursuits of Happiness
"(Should someone take the ideas of attitude and of perspective here as being matters of some known element of psychology, say of some particular feeling or matter of will, it may help to say that attitude and perspective enter as well into the constitution of knowledge, the constitution of the world. The difference between taking a statement as true a posteriori or as true a priori can be said to be a difference in the attitude you take toward it. When the hero of Breathless says ""There is no unhappy love,"" he is not, as some may be, leaving the matter open to question, to evidence; for him it is knowledge a priori; you may say a definition. One wants to say here: it is a truth not necessary in all imaginable worlds but necessary in this-I mean in m p w o r l d : ""When I love thee not, chaos is come againM-at that moment there will be no world, things will have gone back to before there is a world. And attitude and perspective, and I suppose something like the same division of attitude and perspective, are at play in the distinction between the factual and the fictional. The question is again how a matter gets opened t experience, and how it is determined by language or, let us say, by narration. The truths of arithmetic cannot be more certain than that Hamlet had a doublet and wore it all unbraced. Ophelia's word for it cannot be doubted. Some who concern themselves with the r o b l e mof fiction may be making too little of the problem of fact.)",Pursuits of Happiness
(In Chapter 3 I express this density of the conclusion by speaking of its aphoristic quality.),Pursuits of Happiness
"(Nor is our position as audience better in this regard than that of the characters. To the extent that the effect of classical comedy depends on a sense of our superiority to comic characters, the comedy of remarriage undermines that effect. We are no more superior to these characters than we are to the heroes and heroines of any adventure.)",Pursuits of Happiness
"(This is a promissory remark to myself to go back to Stein's work. But the gratitude 1 feel to it now should be expressed now, before looking it up, because it comes from a memory of the work as providing one of those nightsounds or daydrifts of mood whose orientation has more than once prevented a good intuition from getting lost. This is not unlike a characteristic indebtedness one acquires to films. It is just such a precious help that is easiest to take from a writer without saying t h a n k s and not, perhaps, because one grudges the thanks but because one awaits an occasion for giving it which never quite seems to name itself.)",Pursuits of Happiness
"(Not for nothing is he the director of the Mam brothers as well as of Love Affair, 1939, also with lrene Dunne.)",Pursuits of Happiness
"(A tip reinforced the next year by Hawks, or one of his sources, in naming the heroine of Bringing U p Baby Susan Vance.)",Pursuits of Happiness
"(Before proceeding, I note a further point about the occurrence of the epithet ""madcap heiress"" in this film. It is what sets off the thing I called in my outline of the film's sequences, at sequence 12b, the transformation of the newspaper photo into an installment of Movietone News. The implication is that the invention of stories about madcap heiresses is the work of scandalmongers, of gossip columnists or of movie review- the abstractness of these claims has its own interest, but it is useful here to the extent that the claims alert us to points of the film's concreteness that we might otherwise slip past. This should become assessible as we now go on to follow certain lines of force through the film. The Awful Truth is the only principal member of the genre of remarriage in which we see the central pair literally take their own marriage to court (sequence 4). The point of the sequence is to dramatize the i , ",Pursuits of Happiness
" ers, not the business of serious comic films. Accordingly when Jerry describes, for the benefit of Dan's mother, his and Lucy's marriage as ""one of those tragedies you read about in the newspapers,"" he may be taken to mean that something newspapers call a tragedy is as likely as not to be what newspapers would make of it, unless perhaps they made of it a madcap comedy. These are further moments in the vicissitudes of the image of the newspaper that constitutes a feature of the genre of remarriage. While I have noted major occurrences of this feature, or its equivalent, in all but one of the films of our genre [I have not looked for an explanation of its absence in Bringing Up Baby], I have not given the attention it deserves to formulating the significance of their interrelations.)",Pursuits of Happiness
"(It is, for example, made explicitly clear that divorce is economically feasible for the woman.)",Pursuits of Happiness
"(To check the rightness of her departure, say the words without the tune. To gauge the song's originality, or passion, compare it with ""The Man on the Flying Trapeze,"" the song of It Happened O n e Night,which opens with the identical configuration of five notes, which then repeat on each recurrence without variation.)",Pursuits of Happiness
"(That the value of singing, for Capra, lies in its moral or social power and not in its isolated aesthetic power, that is to say, in what Capra understands as isolated, is emphasized by the figure of the road thief, who will sing more or less incessantly and whose singing is not without a certain aesthetic standing. But his is a narcissistic kind of vocalizing, not a way of casting his lot with others; it is a form of emotional theft.)",Pursuits of Happiness
"(The great binge of the twenties followed by the morning after of the t h i r t i e s - view of the Depression presented, perhaps itself mocked, in a New Yorker cartoon  f t h period e which shows a society party in full swing on an airplane is about to crash, into a mountain.)",Pursuits of Happiness
"(Peter gives that effect let us loop back and collect the instances BEFORE of singing throughout the films of remarriage we have been reading. It seems a firm commitment of the genre to make room for singing, for something to sing about and a world to sing in. His Girl Friday is the only exception to this rule; it is part of its blackness to lack music almost entirely. I recall only a few bars of Hollywood up-sweep during its last seconds, startlingly breaking the musical silence, as if to help measure the abnormality of this depicted world one last time before helping to clear the theater. Most recently, concerning Adam's Rib, we spoke of a man using a song as his capping claim upon a woman. In Bringing U p Baby the pair sing ""I Can't Give You Anything but Love, Baby"" to soothe the savage breast of a leopard (whatever that is). In The Lady Eve it is the man's father who sings and whose song helps lend him the authority he will require to affect the conclusion. It . i , ; '. : ; ' the child of the mother who has fainted his last ten bucks, or rather Ellie gives it, assuming that there is more where that came from; still she gives it. And Peter scares off Shapely with another yarn.)",Pursuits of Happiness
"(Marlene Dietrich and Mae West have sung for these reasons, but then the singing was not for former husbands, and probably not for prospective ones either. This is part of the point of Irene Dunne's song to her man, as will emerge. In ""More of T h e W o r l d Vlewed"" I speak of Dietrich and West, along with Garbo, as ""courtesan figures"" who seem ""to triangulate the classical possibilities outside of marriage""; p. 206.)",Pursuits of Happiness
"(Again, for the last time, you can take the presence of these policemen not as messengers who transport those brave enough to demand happiness across the border from dailiness to comic enchantment, but lackeys of the rich who make themselves available for the private purposes of those who are irresponsible because they own the law. My question is whether one of these views is less mythological than the other. Each is a total view, hence each is capable of accounting for the other. My conviction is that our lives depend on neither of them, as they stand, winning out completely over the other.)",Pursuits of Happiness
"(This is, as far as I know, the original time that Cary Grant's sophistication and the kind of attractiveness he exhibits are tested by the mild indignity of a quasi-feminine get-up. A year later, in Bringing Up Baby, Howard Hawks will take this possibility to one of its extremes.)",Pursuits of Happiness
(The door has opened for the third and last time.),Pursuits of Happiness
"(""All but"": he's still got to make a move.)",Pursuits of Happiness
"(Can human beings change? The humor, and the sadness, of remarriage comedies can be said to result from the fact that we have no good answer to that question.)",Pursuits of Happiness
"(All she will tell him, or warn him of, visiting him at his apartment, before becoming his sister, is that his ancient poem to her, which she is about to recite, will hand him a laugh.)",Pursuits of Happiness
[to be],Pursuits of Happiness
[but],Pursuits of Happiness
"(It is my version of a question I think is sometimes put this way: Does one mean by calling a film a masterpiece what one means in calling works in the established arts masterpieces? I do not suggest that the answer to such a question will settle the question of film's legitimacy. Some will say that there are no masterpieces in film, or none to be wished, and that for that very reason film is emancipating. One might seem to derive this idea from Walter Benjamin's remarks about mechanical reproduction depreciating the ""aura"" of the work of art.)",Pursuits of Happiness
(This is not unlike the imagery in the opening sections of Wittgenstein's Phil- osophical Investigations.),Pursuits of Happiness
"(This so far sounds like John Dewey; so far, and so isolated, it is like John Dewey. But wait.)",Pursuits of Happiness
"(The idea of exhaustiveness in criticism is taken a little further in my essay on King Lear in M u s t W e Mean W h a t W e Say?, pp. 311-313.)",Pursuits of Happiness
"(It is a further question for me whether directions of this kind are teachable, in ways suited to what we think of as schools.)",Themes Out of School
"(An implied threat to their happiness is that the yare, somehow because of this fortune, incomprehensible to everyone else in the world they inhabit.)",Themes Out of School
"(It is my argument about The Philadelphia Story in Pursuits of Happiness-which I won't try to go into here-that the Philadelphia in its title is the site of the signing of the Declaration of Independence and of the Constitution of the United States, so that America is the name of the locale of the second chance, or it was meant to be. Remarriage is the central of the second chances.)",Themes Out of School
"(Here I am seeing our reception of our best writers, like our recep-ion of the best Hollywood movies, as part of America's tendency to overpraise and undervalue its best work, as though the circus bally-hoo advertising of Hollywood movies were covering doubts we have that they are really any good at all. I guess this is a preachy thing to say; and maybe that is what's meant sometimes when I'm called pre-entious. But preachiness is equally part of the American grain in me, ariskyouruninhanging around Emerson and Thoreau asmuch as I have lately. It is a tone associated in remarriage comedies espe-cially with Katharine Hepburn's high-mindedness. She gets lec-ured about it by the men in her life, repeatedly dressed down. And once, in Adam's Rib, Spencer Tracy allows himself to say to her, ""You get cute when you get causey."" Of course this makes her sore. And I think I know just how she feels.)",Themes Out of School
"(The happier pairs have eas-ier access to money. It remains to be determined how far this is the difference that matters, and how far it is the symbol of the differ-ence.)",Themes Out of School
(How hard did Tlook for it? A new question for one's intellectual conscience.),Themes Out of School
"(Cambridge, England, 1976)",Themes Out of School
"(More so than Plato or Kant or Hume or Rousseau or Bentham-i.e., more than any philosophy? Well, let us just say this is its claim to philosophy.)",Themes Out of School
"(The profundity he was combatting was, I claim, also something he felt tempted to by the depth of his own thoughts-but I won't press that further here.)",Themes Out of School
"(Wittgenstein's name appears once in the posthumously published lectures, Sense and Sensibilia; in private I once heard Austin speak the name, after having for a mo-ment expressed difficulty in remembering it.)",Themes Out of School
(I understand this to imply not an interdisciplinary wish but rather a wish for philosophy to take a further step toward itself.),Themes Out of School
"(Bruce Kuklick's book American Philosophy in effect tells the story of the establishment of academic philosophy proper in America, at Harvard, in such a way that it begins, achieves its first accreditation, so to speak, by declaring Emerson an amateur thinker, quite as if repressing Emerson's thought were an essential responsibility of professional philosophy; and if essential then, then still. Kuklick tells the story asa proud one for American philosophy.)",Themes Out of School
(Reasonably direct evidence for this is provided by assessing what I call the terms of criticism in Austin's diagnosis of his antagonists.),Themes Out of School
"[""Austin and Searle,"" p. 233]",Themes Out of School
(Wittgenstein discusses this philosophical temptation in considering Frege's sign of assertion.),Themes Out of School
"(One way to pursue it might be to compare it with Fish's suggestion of ordinary language as undergoing ""framing"" in literature.)",Themes Out of School
(I don't say there is no way.),Themes Out of School
"(This is to be contrasted with the program of earlier analytical philosophy, associated with the names of Frege and Russell, in which the grammatical pattern of a proposition is shown in certain cases to falsify what was called its logical form.)",Themes Out of School
"(""What's the difference between a schoolteacher and a railroad conductor?"" The teacher trains the mind, the conductor minds the train.)",Themes Out of School
"(If the dance and the dancer were, as it were, the same thing, then this would be no question. As things are, the question is simultaneously one of epistemology and of aesthetics.)",Themes Out of School
"(Is this politics, or religion, or pedagogy, or terrorism, or therapy, or perhaps philosophy?)",Themes Out of School
"(Here Fish's admirable essay in Is There a Text in This Class?, ""Literature in the Reader: Affective Stylistics,"" and the first chapter of his Self-Consuming Artifacts, ""The Aesthetic of the Good Physician,"" are exactly to the point. I find a therapeutic wish in de Man as well, though he might not appreciate the description.)",Themes Out of School
"(Of all the problems that beckon and seem to me worth following from the sketch, the one that is perhaps paramount in terms of my work on skepticism that I have mentioned-the work for which the transcendentalists underwrite the ordinary language philosophers-is one I only mention here, namely, why or how the same silence, or rather the stillness of the text, the achievement of which perhaps constitutes textuality, or a text's self-containedness, should be interpretable politically as rebuke and confrontation and be interpretable epistemologically as the withholding of assertion, on which I have found the defeat of skepticism, and of whatever metaphysics is designed to overcome skepticism, to depend-as if the withholding of assertion, the containing of the voice, amounts to the forgoing of domination. Of course there are withholdings that are manipulative. These are not silent. I expect this process will come to an understanding of philosophy's own involvement in ther-apy, one of its obligations that Plato did not banish from hisrepublic, This understanding would be required of someone who has been helped as much as have by Wittgenstein, whospeaks of his methods not as bringing solutions to problems but as treatments of them, like therapies, for whom accordingly philosophy is always a recovery from, and of, itself. My thought here is that this conceives of philos-ophy asakind of reading.)",Themes Out of School
"(So we might see our model in Emerson's ""Divinity School Address,"" which seeks to free us from our attachment to the person of the one who brings the message, an attachment in effect according to Emerson, of idolatry. So what I am producing here, or proposing, might be thought of as a theology of reading.)",Themes Out of School
"(I imagine that reading, so motivated, will not readily lend itself to classroom instruction. Would this be because of the nature of teaching or because of the nature of classrooms?)",Themes Out of School
"(This is reinforced by the old pun of ""sun"" with ""Son,"" which in this context signifies an identification, or confusion, of Christ with Lucifer, as though we still have not grasped the difference between heaven and hell.)",Themes Out of School
(It used to be said that they are occurring in a philosophical language game. Naturally unspecified.),Themes Out of School
(Perhaps such a consideration is irrelevant to Spivak's speaking of figuration. Then that would be part of my difficulty in understanding what she is saying about it.),Themes Out of School
"(""Dismantle"" is Austin's word for what he is doing, in the last sentences of the book.)",Themes Out of School
"(I do not know whether the imagery of trousers in this passage requires anapology. I mean I do notknow whether someone will take offense and, if so, whether an apology would be accepted. Such are the hazards of the politics of superficiality.)",Themes Out of School
"(Any term of criticism may, none need, be taken personally.)",Themes Out of School
(I am not considering the Declaration of Independence as a candidate for such a text.),Themes Out of School
"(If we see that politics has been one cure for this, and philosophy another, then we should equally see that they have both, or their degradations have, been causes of it too.)",Themes Out of School
(1.i11.43-46),Themes Out of School
(ITl.ii.127-29),Themes Out of School
(IV.i.5o-51),Themes Out of School
(ILiii.118-19),Themes Out of School
(11.iii.66-72),Themes Out of School
"(To feed means both to give and to take nourishment, as to suckle means both to give and to take the breast.)",Themes Out of School
(I11.i.288-g2),Themes Out of School
(V.iil.121-24),Themes Out of School
(Who does love the wolf?),Themes Out of School
(IIT.11.23-24),Themes Out of School
(I.1.187-89),Themes Out of School
"(The Roman Plautus, to whom Shakespeare is famously indebted, is credited with being the earliest nameable framer of the sentiment. A pertinent modern instance occurs in Brecht's Threepenny Opera.)",Themes Out of School
"(Warand feeding have consistently been joined in the words of this play. A Plebeian says: ""If the wars eat us not up they will"" (I.1.8586). And Cominius: Coriolanus ""cam'st to . . . this feast having fully dined before"" (I.ix.1011); but again Cominius does not get the connection complete.)",Themes Out of School
"(This implies again that I cannot understand Coriolanus's emotions toward the people as directed simply to, say, their cowardice, their being poor fighters. I am taking it that he needs their desert for, so to speak, private reasons as much as public.)",Themes Out of School
(This assumes that he shares his mother's fantasy of the equation of milk and blood-as if there is nothing in her he has not taken in.),Themes Out of School
"(""Know, good mother, I had rather be their servant in my way Than sway with them in theirs"" [I1.i.107-09].)",Themes Out of School
"(One such effort enters into the opening pages of ""The Avoidance of Love: A Reading of King Lear."")",Themes Out of School
"(I will not go into the possibilities here, or fantasies, that a patrician matron is simultaneously father-mother, or that, in replacing his father, he becomes his own father.)",Themes Out of School
"(I am not interested in claiming that Coriolanus is in some sense a scapegoat, the way perhaps any tragic hero is; but in claiming that he is a specific inflection of this scapegoat.)",Themes Out of School
"(Thomas would not believe until he could, as he puts it and as Jesus will invite him to, ""put mine hand into his side""; Aufidius declares the wish to ""wash my fierce hand in's heart"" (I.x.27). I make no further claims on the basis of this conjunction; I can see that some good readers may feel that it is accidental. I do claim that good reading may be guided, or inspired, by the over-excitement such conjunctions can cause.)",Themes Out of School
(Giving his mother a son presages a mystic marriage.),Themes Out of School
(I1Lii.7577),Themes Out of School
"(An associated text from Plutarch would be: ""So Martius, being a stowte man of nature, that never yelded in any respect, as one thincking that to overcome all wayes, and to have the upper hande in all matters, was a Token of magnanimities, and of no base and fainte corage, which spitteth out anger from the most weake and passioned parte of the harte, much like the matter of an impostume: went home. . . . "" Whatever the ambigui-ies in these words, the general idea remains, indelibly, of Coriolanus's speech, when angry, as being the spitting forth of the matter of an abscess. This play about food is about revoltedness and disgust. Coriolanus and Revelation are about figures who are bitter, disgusted by those whom they have done good, whose lives they have sustained.)",Themes Out of School
(V.iii. 182-8g),Themes Out of School
"(Sidney cites the familiar conjunction: "". . . Oratio, next to Ratio, . . . [is] the greatest gift bestowed upon mortality."")",Themes Out of School
"(As he cannot imagine being fed without being deserving. This is his precise reversal of Christ's vision, that we cannot in ourselves deserve sustenance, and that it is for that reason, and in that spirit, that we have to ask for it. Thus is misanthropy, like philanthropy, a certain parody of Christianity.)",Themes Out of School
(As if vorare were next too rare),Themes Out of School
"(In saying that grain forms a link between words and money, I take for granted the connection, on either Marxian or Freudian grounds, of money with excrement. The folk character of the connection, hence preparation for its convincingness to me, is present in a joke circulated my way by my father, who once remarked that they must be teaching me chemistry in college because I had learned so well to take money and make dreck out of it.)",Themes Out of School
"(p. 33, and note)",Themes Out of School
"(The comic necessity in these feelings, or tragic contingency, will want pursuing into the bearing of the Parable of the Belly on the full appeal of the idea of the body politic, as though the belly is smiling at all theorizing that leavesthestate, or say sovereignty, organic. And does political think-ing know itself to be free of this appeal, of, let us say, the idea of the citizen's two bodies, or it may be more ; or is it better to think of each of us as of two or more minds?)",Themes Out of School
"(New York, 1g60)",Themes Out of School
"(Another point of justice is perhaps noted in Burke's suggesting ""excess"" as well as ""pride"" as a translation of hubris)",Themes Out of School
"(I have in mind The Claim of Reason, pp. 22-28.)",Themes Out of School
(This implies that there is a part of me that parts with you.I'll come to that.),Themes Out of School
"(Freud, to whom you should be introduced, means something like this, or ought to mean it, by speaking of human sexual development as having two phases, the second of which, after a period of latency, recapitulates the first.)",Themes Out of School
"(Who knows whether what they did, apart from scale, was really that different from what others have done? Who knows whether the only real Nazis were created by a particular time and place and by a particular set of leaders and led? Who does not know that Nazism cannot succeed apart from the human capacity for going along? And what political thinker does not recognize that most of us will mostly go along with the tide of events, and even argue that we (mostly) ought to? But who does not see that there must be some limit to this? Iam saying that Nazism specifically turns this human capacity for adapting into a mockery of itself, a mockery of being human.)",Themes Out of School
[Bergman's],Themes Out of School
(To have to insist on something like this is an indictment of our film culture. Surely serious readers of novels or audiences of plays know that things beyond what you may call their plots go to make up their art. Do they not?),Themes Out of School
(His suggestion that it may be called a film is apt to beg a significant question of criticism.),Themes Out of School
(This vaguely sounds like something Chamfort might actually have said.),Themes Out of School
"(It begins: ""Recently, after a screening of my film, Sweet Movie, someone asked me. . . . "")",Themes Out of School
"(Compare this from Marx's ""A Contribution to the Critique of Hegel's 'Philosophy of Right': Introduction"": ""Luther, to be sure, overcame servitude based on devotion, but by replacing it with servitude based on conviction. He shattered faith in authority by restoring the authority of faith. . . . But if Protestantism wasnot the real solution it at least posed the problem correctly. Thereafter it was no longer a question of the layman's struggle with the priest outside of him, but of his struggle with his own inner priest, his priestly nature. And if the Protestant transformation of the German laity into priests emancipated the lay popes-the princes together with heir clergy, the privileged and the philistines-so the philosophical transformation of the priestly Germans into men will emancipate the people."")",Themes Out of School
(This is how classical narrative may be understood to direct itself.),Themes Out of School
"(Of course all these modes of abutment are employed by Makavejev. Just as any good film may be expected to require authors  who are, in varying degrees, both excavators and switchboard operators. And of course I am not prepared to define what a continuous i and natural unfolding of interpretations is. I propose an intuition for investigation, of which the discovery and justification of this phrase is a proposed first step.)",Themes Out of School
(The failure of this generosity may even be derived as a characteristic of what he would mean by tyranny.),Themes Out of School
"(Since in the working of this film and in the mode of thinking it exemplifies, apt conjunction is everything, allowing the mutual ex-cavation of concepts, I shall quote from the early pages of C. G. Jung's autobiography, Memories, Dreams, Reflections, without comment (as if one might use a quotation within the body of a text, that is, after the text has begun, as what you may call an internal epigraph), some fragments from his interpretation of ""the earliest dream I can remember, a dream which was to preoccupy me all my life"" : ""At all events, the phallus of this dream seems to be a subterranean God 'not to be named,' and such it remained throughout my youth, reappearing whenever anyone spoke too emphatically about Lord Jesus. . . . The fear of the 'black man,' which is felt by every child, was not the essential thing in that experience; it was, rather, the recognition that stabbed through my childish brain: ""That is a Jesuit."" So the important thing in the dream was its remarkable sym-bolic setting and the astounding interpretation: 'That is the man-eater.' . . . In the dream I went down into the hole in the earth and found something very different onagolden thfone, something non. human and underworldly, which gazed fixedly upward and fed o human flesh. It was only fifty years later that a passage in a study of religious ritual burned into my eyes, concerning the motif of cannj. balism that underlies the symbolism of the Mass. . . : Through this childhood dream I was initiated into the secrets of the earth. What happened then was akind of burial in the earth, and many years were to pass before I came out again. Today I know that it happened in order to bring the greatest possible amount of light into the dark-ness. It was an initiation into the realm of darkness. My intellectual life had its unconscious beginnings at that time."")",Themes Out of School
"(Look at this from Walden, the penultimate chapter entitled ""Spring"": ""We need to witness our own limits transgressed, and some life pasturing freely where we never wander. We are cheered when we observe the vulture feeding on the carrion which disgusts and disheartens us, and deriving health and strength from the repast. There was a dead horse in the hollow by the path to my house, which compelled me sometimes to go out of my way, especiallyin the night when the air was heavy, but the assurance it gave me of the strong appetite and inviolable health of Nature was my compensation for this. I love to see that Nature is so rife with life that myriads can be afforded to be sacrificed and suffered to prey on one another; that tender organizations can be so serenely squashed out of existence like pulp,-tadpoles which herons gobble up, and tortoises and toads run over in the road ; and that sometimes it has rained flesh and blood! With the liability to accident, we must see how little account is to be made of it. The impression made ona wise man is that of universal innocence."" Our wisdom is being put to the test here, along with Makavejev's. For the commune can give an impression of innocence, and achieved, only if the work it is doing is the work of nature. Yet just that claim of obeying nature is the perennial claim of the de Sades of history.)",Themes Out of School
"(In the early paragraphs of Walden : ""It is hard to have a Southern overseer; it is worse to have a Northern one; but worst of all when you are the slave-driver of your-self."" That was never easy to say. It is always in danger of a merely literary appropriation.)",Themes Out of School
"(Is this all a camera can do after human birth-create animation, or liveliness, not life?)",Themes Out of School
(Sorority girls in my youth used to announce their engagement to their sorority sisters by passing around a box of chocolate-covered cherries.),Themes Out of School
"(It was perhaps not surprising that freedom in the direction of what will still be called the pornographic has made possible a further region in which film may acknowledge the human individuality of its human subjects. I believe some people have felt that the softcore freedom of Last Tango in Paris did this for Marlon Brando. I do not so much wish to deny this as to say that it seems to me to underrate other of Brando's self-revelations-from as early as the t-shirt in Streetcar. An altogether more important revelation of Last Tango, to my mind, lies in its softcore limitation. Given what this film seems to be about, this limitation acknowledges not a freedom but a limitation that we understand will persist however far the camera will be permitted to go with stars in the future. The camera's metaphysical limitation is that it cannot provide unshakable evidence of the satisfaction of desire any more than the plain eye or ear can provide it-not of the woman's and not, if you are serious about it, of the man's either. A realization of this limitation must have contributed to turning the camera to greater feats of violence.)",Themes Out of School
(Exactly what creates this experience is an obligation of criticism to discover.),Themes Out of School
"(That the failure to acknowledge children, to grant them an autonomous existence, may present itself in consciousness as their being eaten by their parents, is attested to twice in King Lear, once by each father.)",Themes Out of School
[They],Themes Out of School
"(I'think of two fine songs that treat the knowledge of our wish to incorporate others not with horror but with particular good humor: ""Sweet Georgia Brown"" (""She ain't colored, she was born that way"") and ""Honeysuckle Rose"" (""You're confection, goodness knows . . . ""). I come from a culture in which a preoccupation of Montaigne's is brought momentafy peacein the strains of Fats Waller.)",Themes Out of School
"(Though it occurs to me that I do not understand why an impulse to vomit, the hand over the mouth and a hasty exit, is found funny (in America; in English-speaking theater more generally?) whereas an urge to defecate, to lose control that way, is not. In France, On purge bebe ; but in America it is Bringing Up Baby.)",Themes Out of School
