brackets,title
"(""Know any more games, Harry?"")",Pursuits of Happiness
"(as she is seated before the standing dressing mirrors in her stateroom and her father enters from the far door behind her, reflected in the mirror, and walks toward his reflection across the room to her)",Pursuits of Happiness
"(The conjunction of mirrors with moments of sincerity, in a world of fashion and gossip, occurs notably in Rules of the Game.)",Pursuits of Happiness
(as with a thing and its filmed projection),Pursuits of Happiness
(or distance),Pursuits of Happiness
(by absence),Pursuits of Happiness
(or perhaps is),Pursuits of Happiness
(Melville Cooper was the Sherriff of Nottingham in the same production.),Pursuits of Happiness
(though in both cases these presences bespeak a particular set of fantasies),Pursuits of Happiness
(and the feeling is mutual),Pursuits of Happiness
"(And what does ""ask me to be free"" mean? Ask me to let him go?; or, Ask me to let myself be free?)",Pursuits of Happiness
(William Demarest),Pursuits of Happiness
"(fictionally, not cinematically, not in the same way)",Pursuits of Happiness
(and by economy Thoreau means something very like what we may mean by philosophy),Pursuits of Happiness
(and it is important that it is quite unclear what this would mean-new sensations? new concepts? new laws?),Pursuits of Happiness
"(in history, Hegel will say)",Pursuits of Happiness
(This hardly settles the Kantian question whether Reason is a unity.),Pursuits of Happiness
(whatever the particular limitations he draws),Pursuits of Happiness
"(looking, perhaps, at the topic of a remark)",Pursuits of Happiness
(and its categories),Pursuits of Happiness
"(Some teachers might draw the same ready diagram year after year for a lifetime, each time with more or less the same sense that our human fate is being inscribed or emblematized. I assume that some of these teachers wilI be on a good path, some on a bad, depending on their capacities for diagramming, that is, for allegorizing.)",Pursuits of Happiness
"(as, for example, the sensuous dimension of human nature)",Pursuits of Happiness
"(This choice, or refusal to apply the moral law to ourselves, is not, I think, to be understood as the disobedience in which Paradise is lost. As creatures who have lost an immediate connection with the commandedness, we are all disobedient; our obedience is forced, it is imperative, we would exempt ourselves if we could. Thoreau's way of saying this is to describe us as hard of hearing. Raskolnikov is not merely disobeying the law in a given case, refusing to universalize his maxim and act for the sake of the law. He might be conceived as attempting to refuse the law as such, to act for the sake of immorality, to become, let us say, unjudgeable. He purifies our wish for inhumanity. Whereas our everyday human, impure disobedience creates not hell but a restive and populous earth.)",Pursuits of Happiness
(So why don't we exercise that freedom?),Pursuits of Happiness
(Some avoidance; some originality.),Pursuits of Happiness
"(New York: Vintage Books, 1976)",Pursuits of Happiness
"(""Somebody that's real,"" the man will say, half out of a dream-state, at the climax of the film, ""somebody that's alive. They don't come that way any more."")",Pursuits of Happiness
(virtually),Pursuits of Happiness
"(Is there a reason this film opens on a yacht, beyond the obvious economy in establishing a setting of luxury? A boat is a good place for a father to confine a daughter without brutality, as, say, by locking her in a tower; and a ship's captain is empowered to perform a marriage ceremony but not to grant a divorce-as if the latter had not the same urgency. Yet, at the end the father-captain will perform a kind of divorce ceremony [called buying someone off], and it will be declared to be urgent.)",Pursuits of Happiness
"(or pretending so again, since they have already already pretended as much, to put the quietus on the loudmouth forcing his attentions on her on the bus)",Pursuits of Happiness
[God's],Pursuits of Happiness
(Genesis 2:18),Pursuits of Happiness
"(An Existentialist may regard hell as other people, as in Sartre's No Exit. But for a sensibility such as Milton's, myself am hell.)",Pursuits of Happiness
"(as in the legal phrase ""criminal conversation"")",Pursuits of Happiness
"(Madison, N.J.:FDU Press, 1980)",Pursuits of Happiness
"(Of course this is learning to hear, to listen, as if loving and honoring were already grasped in the correct or relevant mode of obeying, the traditional promise of which is marriage.)",Pursuits of Happiness
(though we are privy to its meaning),Pursuits of Happiness
(or one idea of autonomy for another),Pursuits of Happiness
"(rather than the gridding of days into, say, the hours of nine to five)",Pursuits of Happiness
[or her?],Pursuits of Happiness
(having already seen it proved that he does not love his daughter's money),Pursuits of Happiness
"(London: Hogarth Press, 1930)",Pursuits of Happiness
(And in what manner what is worth consuming is worth consuming-recall the lecture on doughnut dunking.),Pursuits of Happiness
"(except for the man she got married to, but then as her father had said, she only did that because he told her not to)",Pursuits of Happiness
"(In one discussion of these matters it was pointed out to me that a carrot is a phallic symbol. I confess to feeling sometimes that certain information is after all really better repressed..But in case someone finds himself or herself saddled with this thought of the carrot, I may mention that some decades further down the road'of feature-film making, - this region of male nurturance, connected with the attempted creation of a woman, and of a perfected society, was explicitly under consideration.)",Pursuits of Happiness
(a point insisted upon by her earlier),Pursuits of Happiness
"(Boston: Beacon Press, 1969)",Pursuits of Happiness
"(Sometimes, it is not denied, this really is literal food, as in the Depression vignette of a mother on the bus fainting from what her crying child informs us is hunger, and Ellie gives the child the bulk of the money she and Peter have between them. One must have a heart of stone to witness Capra's virtuosity in pathos without laughing.)",Pursuits of Happiness
(Not unworthy of Beckett.),Pursuits of Happiness
(of hunger with imagination),Pursuits of Happiness
"(It is not another matter, however, because the issue of the transient speaks to what we are to understand as the popular in art.)",Pursuits of Happiness
(love as the willingness to admit the satisfaction of hunger),Pursuits of Happiness
"(Though someone may rather characterize her the other way around, as being drawn to Peter and hence to his vision. But we have before this had sufficient evidence that she is already drawn to Peter, if this means attracted to him; and what draws her to him has always been something like his vision. The question that remains is what draws her to declare herself. And if this is a matter of asking why she listens to him now, that becomes the question why he speaks now. He speaks of love because she has asked him to. Then why does she ask him now, and why does he answer? It would be an answer to both questions to say that she has accepted the carrot.)",Pursuits of Happiness
(and us),Pursuits of Happiness
(which is what the idea of reframing should convey),Pursuits of Happiness
(what seems to be),Pursuits of Happiness
"(that is, space and time)",Pursuits of Happiness
"(Capra's handling of emotion, or sentiment, what I earlier referred to as his virtuosity of pathos, seems to me rather to bear an Italian stamp-the equivalent, and surely the equal, of Puccini's.)",Pursuits of Happiness
"(I would like film's manifestation p of this idea of Kant's to be thought of in connection with my speaking of film as giving to its subjects an inherent self-reflection, a mutual participation of objects and their projections.)",Pursuits of Happiness
(including some reason why he doesn't wake her and tell her his plans or indeed go so far as to take her with him?),Pursuits of Happiness
(as if he has escaped from something),Pursuits of Happiness
"(It has been suggested to me that I have looked too far already, that it is an explanation of Peter's conduct to say that, like most respectable males in our culture, he feels he cannot live on the woman's money but must have his own; his manhood, his freedom of action, depends upon it. This is roughly Peter's understanding of his behavior, and I do not say that it is ' This idea of ""participation"" in speaking of the photographic is introduced in the Foreword to the enlarged edition of The W o r l d Viewed, specifically in connection with Terrence Malick's Days of Heaven. The theme of other minds is dominant in Part Four of The Claim of Reason. A version of the closing pages of that part, hence of that book, forms the major part of ""Epistemology and Tragedy: A Reading of Othello,"" in Daedalus, Summer 1979. wrong, merely that it is an explanation this film goes on to ask and to give an explanation for. You can accordingly take the film's question to be: What does this culture understand a provider to be, and what is the cost in it of a genuine desire to be one?)",Pursuits of Happiness
"(In The Lady Eve, as remarked, the woman sets as her sole condition for giving the man a divorce that he come and ""ask me to be free."" I am encouraged in this connection by Bernard Knox's ""The Tempest and the Ancient Comic Tradition,"" to think through the films of remarriage, especially in their relation to Shakespearean romance, as comedies of freedom.)",Pursuits of Happiness
(something Howard Hawks pushes to extravagant literality in Monkey Business),Pursuits of Happiness
"(Hence marriage is the central social image of human change, showing why it is and is not metamorphosis.)",Pursuits of Happiness
"(free of economic struggles, for example)",Pursuits of Happiness
"(This does not deny that privacy is also a happiness and publicness also a loss, even the publicness of marriage; hence, it does not deny that comedy cannot just be happy.)",Pursuits of Happiness
"(The image of the airplane sets u p a further comic moment of contrast with the senex-husband, who insists on entering the wedding ceremony from an ""autogyro,"" an act of vanity, of the merely autoerotic. Yet this dunce ex machina, by his ""dumb stunt"" [as the father calls it], helps the sudden averting of the catastrophe, by displaying what a male catastrophe he is. The spirit of comedy continues to work in mysterious ways.)",Pursuits of Happiness
(modern),Pursuits of Happiness
(any longer),Pursuits of Happiness
(European),Pursuits of Happiness
[S],Pursuits of Happiness
[rather than of gift by kindred],Pursuits of Happiness
"(What ""instead"" comes to here is sketched out, using this example, in the Introduction.)",Pursuits of Happiness
(the other is the companion piece of Gable removing his shirt),Pursuits of Happiness
"(the clothes she is wearing are all she has, the rest were stolen with her suitcase)",Pursuits of Happiness
"(I know of no one who fails to find Gable an extraordinarily charming and powerful presence in this film, even to find his intelligence and wit something of a revelation, given the way he is seen in his more explicitly adventure films. But a number of people, mostly it seems to me, women, cannot warm up to Colbert. She is, I believe, sometimes found brittle, or shallow, and in any case too obscure in her emotions to warrant and satisfyingly return the attentions paid her by Gable. I have felt this, but my settled view of her in this film is that her performance, though something less than Gable's, is yet a fine match for it. It may be that Colbert lends herself to a kind of abstract view, so that one takes oneself to know what she is like without really looking at her concretely and in detail. I suggest that one make an effort to force oneself away from Gable for a moment and pay special attention to her throughout the sequence of the marriage charade and to the way she delivers her lines before and after she exhibits her leg [""I'll stop a car and I won't use my thumb,"" ""It proves that the limb is mightier than the thumb""]. But I do not wish to insist upon this. I merely say that if you can't respond to Colbert's individuality in something like the way one responds to Gable's, this film is going to have trouble bearing the weight I place on it.)",Pursuits of Happiness
(This is a way of summarizing different emphases that show up between one film that declares the nature of a film screen by holding up a mirror and another that declares it by hanging up a blanket.),Pursuits of Happiness
"(where this role is not particularly distinguished from the film's author, if this means its screen writer)",Pursuits of Happiness
(as it is in Bringing U p Baby),Pursuits of Happiness
"(I will not dwell on it, but Peter's treatment of Ellie in getting her ready to act the abused wife, the extraordinary gestures in which he musses her hair and unbuttons her blouse and rearranges her skirt at her knees, is at once a declaration of his parental powers but also of something else between them as out of the ordinary as anything in film I know of-I am at the moment calling this his direction of her.)",Pursuits of Happiness
(so that his capacity for imagination becomes his ability to imagine her),Pursuits of Happiness
(or say directedness without direction),Pursuits of Happiness
(hence revealing itself as),Pursuits of Happiness
(repressed),Pursuits of Happiness
(call this sharing his fantasies),Pursuits of Happiness
"(as though women can bear up, where men buckle, under the injunction not to look back, as if either they trust the past or else they can look at it without distorting it-as if they do not succumb to skepticism about love)",Pursuits of Happiness
(Or maybe this mode of discourse is now confined to modern sex manuals.),Pursuits of Happiness
(Katharine Hepburn),Pursuits of Happiness
"(not, however, what he's doing)",Pursuits of Happiness
(Cary Grant),Pursuits of Happiness
(May Robson),Pursuits of Happiness
(Charles Ruggles),Pursuits of Happiness
"(for example, of seeming too perverse or being too obvious)",Pursuits of Happiness
"(Its mythical name, the intercostal clavicle, suggests that it belongs to creatures whose heads are beneath their shoulders, or anyway whose shoulders are beneath at least some of their ribs.)",Pursuits of Happiness
(as someone may be called Mr. Boston or Mr. Structuralism),Pursuits of Happiness
"(The rightness in its being Cary Grant who takes this pose is a special discovery of Howard Hawks's about Grant's it becomes obvious that the surface of the dialogue and action of Bringing U p Baby, their mode of construction, is a species of more or less blatant and continuous double entendre. The formal signal of its presence in the dialogue is the habitual repetition of lines or words, sometimes upon the puzzlement of the character to whom the line is addressed, as though he or she cannot have heard it correctly, sometimes as a kind of verbal tic, as though a character has not heard, or meant, his own words properly. I qualify this presence of doubleness thus heavily (calling it a ""species"" and claiming that it is ""more or less blatant"") for two reasons. (1) While an explicit discussion, anyway an open retognition, of the . . filmic presence, his photogenesis, what it is the camera makes of him. What Grant is thinking, and that what he is doing is thinking, is as much the subject of H i s G i r l Friday as it is of the time he reverts to playing professor, in M o n k e y Business.)",Pursuits of Happiness
(What does she think he is doing and what does she think he should be doing it with?),Pursuits of Happiness
(or by nature not),Pursuits of Happiness
"(in the guise, not uncommon in Hollywood films, of a psychiatrist)",Pursuits of Happiness
[he is writing in 1948],Pursuits of Happiness
"(if, or because, fictionally inconclusive)",Pursuits of Happiness
"(She does this again later, and again in a stolen chariot, after their stop in Connecticut to buy food for Baby.)",Pursuits of Happiness
(she is trying to avoid his wake of branches swinging in her face),Pursuits of Happiness
"(How their hats get put on makes a nice story. Her putting hers on is a reacceptance of an important and intimate present from him. His putting his on acknowledges that hers is on. He puts his on without thinking, as another man would take his off in the presence of a lady. This pair is inventing gallantry between one another.)",Pursuits of Happiness
(their development is complete),Pursuits of Happiness
"(from actual golfing, to rock-throwing at the windows of the rich, to various species of follow-the-leader and hide-and-seek, to playing dress-up and playing house, to finding the hidden object, all framed by pinning the tail on the brontosaurus)",Pursuits of Happiness
"(to Mr. Peabody, from before whose eyes Grant is continually disappearing; to the man's fiancee and to the woman's aunt and to the aunt's major and her cook's husband; to the psychiatrist and the sheriff; and even to the butcher from whom Grant orders thirty pounds of meat for Baby to eat raw)",Pursuits of Happiness
"(""I can't seem to move"")",Pursuits of Happiness
"(""I just did whatever came into my head"")",Pursuits of Happiness
"(""Oh look. They like one another""-but she had earlier said that she doesn't know whether, having been told that Baby likes dogs, that means that he is fond of them or eats them)",Pursuits of Happiness
"(""In another minute my intercostal clavicle will be gone forever"")",Pursuits of Happiness
"(That such comedies are no longer made perhaps means that we have given up on this problem, or publicized it to death.)",Pursuits of Happiness
"(At the beginning of the end of the Ritz sequence, he had said: ""Let's play a game. I'll close my eyes and count to ten and you go away."")",Pursuits of Happiness
[that word again],Pursuits of Happiness
"(Among the other, nonexclusive, perceptions of their final setting, it can be read as a tree house or a crib.)",Pursuits of Happiness
(preceding the Epilogue),Pursuits of Happiness
(playing tamer and rescuer),Pursuits of Happiness
(It would be hard to deny that some concept of the farcical will be called upon in dealing with the humor in marriage.),Pursuits of Happiness
(this species of),Pursuits of Happiness
"(Feydeau and Hawks are as distant conceptually as the Catholic and the Protestant interpretations of the institution of marriage, hence of the function of adultery.)",Pursuits of Happiness
"(That they are as on a stage is confirmed by the inset cut, in mid-walk, to a tracking shot past the astonished Mr. Peabody, who takes the place of an audience.)",Pursuits of Happiness
(There is a similar jailhouse scene in John Ford's earlier T h e W h o l e Town's Talking.),Pursuits of Happiness
"(As Hitchcock will incorporate the conclusion of Bringing Up Baby into the conclusion of North by Northwest, where Grant's powerful hand and wrist save another woman from falling, and we see that the ledge he hauls her onto is his cavebed.)",Pursuits of Happiness
(the director of),Pursuits of Happiness
"(including a theory of one's attachment to theory, a certain trance in thinking)",Pursuits of Happiness
(The camera's attraction to Katharine Hepburn's body-its interpretation of her physical sureness as intelligence self-possessed-is satisfied as fully in Cukor's comedies with her as in this of Hawks.),Pursuits of Happiness
(or because he cannot),Pursuits of Happiness
"(Among the central members of our genre, T h e A w f u l T r u t h contains the most elaborated instance of this, with its concluding philosophical dialogue on sameness and difference, answering to its opening pronouncement about the necessity for faith in marriage.)",Pursuits of Happiness
(his),Pursuits of Happiness
(Katharine Hepburn),Pursuits of Happiness
(James Stewart),Pursuits of Happiness
(Cary Grant),Pursuits of Happiness
(Henry Daniell),Pursuits of Happiness
(Ruth Hussey),Pursuits of Happiness
(John Howard),Pursuits of Happiness
(perhaps it is part of the prophecy),Pursuits of Happiness
"(like ""A husband's philandering has nothing to do with his wife"")",Pursuits of Happiness
"("". . . you lack the one thing needful, an understanding heart . . . What's more, you've been speaking like a jealous woman"")",Pursuits of Happiness
(encouraged her mother to turn away from her father; refused to invite him to her wedding; long ago decided that her sister's name should not be Diana),Pursuits of Happiness
"(Tracy does say later that night at the party, ""Oh Mother. I thought you went home hours ago"")",Pursuits of Happiness
"(she is puzzled the next day about who Mike is, and then after apparently recognizing him asks him if he has a violin string)",Pursuits of Happiness
"(and also thinking of the daughter's consoling her mother's expression of loneliness by saying in one of her early lines, ""We just chose the wrong first husbands, that's all"")",Pursuits of Happiness
"(Astoundingly, to me, Freud does not consider that the girl may be responding to a hostility directed to her by her mother. The unmasking friend of the child's sexuality seems at this moment sentimental about mother love.)",Pursuits of Happiness
"(The association of an explicitly magical person with a power of letting others find their way, where the others are children and the person in question is a teacher, is given one permanent realization in Jean Vigo's Zero for Conduct.)",Pursuits of Happiness
(as if always aware that a liberating interpretation must be arrived at for oneself),Pursuits of Happiness
"(George: ""I suppose you pretend not to believe it?"" Dexter: ""Yes, I pretend not to"")",Pursuits of Happiness
(have a lot of cheek),Pursuits of Happiness
(at the party),Pursuits of Happiness
"(namely, loving the invasion of her privacy)",Pursuits of Happiness
"(or, as D. H. Lawrence more or less put the matter, the dead spirit resurrected as body-and Lawrence scarcely lectured his heroines more relentlessly on this topic than Tracy is lectured by the four men in her life)",Pursuits of Happiness
(the right combination for a fairy tale),Pursuits of Happiness
"(nor, by implication, progeny)",Pursuits of Happiness
(on the basis of the evidence of the senses),Pursuits of Happiness
(Hepburn insists that Mike's stories are poetry and Mike heartily agrees),Pursuits of Happiness
[he shall],Pursuits of Happiness
(or rather to cover his failed attempt to cover his grossness),Pursuits of Happiness
(Among Dinah's first words were that it won't rain because Tracy won't stand for it.),Pursuits of Happiness
(Certainly the pun between Bottom's name and his temporary ass's head is no less blatant in Shakespeare.),Pursuits of Happiness
(a phrase that serves to focus attention on how attractive this man is),Pursuits of Happiness
(It is my claim that hunger in that film is equated with imagination.),Pursuits of Happiness
(that her eyes are closed to her own desire),Pursuits of Happiness
"(His curing himself of his substitute addiction, and moreover curing himself by reading, by an absorption in art, is understandable as the act of self-mastery that has lent him his special powers.)",Pursuits of Happiness
[Adam],Pursuits of Happiness
"(No doubt the bridegroom seems out of costume for it. But then, as Thoreau put it, ""Beware of enterprises that require a change of clothes."")",Pursuits of Happiness
"(While I have no intention of attempting to describe a sexual life for Tracy that we are given insufficient evidence to get very far with, 1 would not have us overlook certain facts we do have and which must go into what we think this woman is. What do we with fire"" as he calls it? It is a childish trick, entered into, it appears, as a sort of bond with Dinah, as it were on a dare. It strikes me as a sexual prank performed as if within safely narcissistic or still innocently incestuous precincts. And what do we think of her having changed her sister's name from Diana to Dinah? Was this because she felt the name of the goddess of chastity belonged to her? O r that her sister was hers to name? ""No doubt this sounds quite absurd, but perhaps that is only because it sounds so unfamiliar.'"" And what do we imagine she makes of the fact that she does not remember whether she did or did not have a sexual encounter the night before? Since she has the revelation that men are wonderful on learning that a man did not take advantage of her, she has apparently harbored the idea that (male) sexuality is inherently a matter of taking advantage, an idea Dexter's gorgeous thirst did not succeed in refuting for her.)",Pursuits of Happiness
"(that aspect of its reality, or unreality, is clear enough to me)",Pursuits of Happiness
"(New York and London: Harcoun Brace Jovanovich, n.d.)",Pursuits of Happiness
"(In an essay entitled ""The Fate of Pleasure'"" that bears variously on our subject, Lionel Trilling remarks that Werner Sombart, in his Luxury and Capifalism, ""represents luxury as being essentially an expression of eroticism,"" a representation surely confirmed in the appetite of film, though we might accordingly have to consider further what constitutes luxury on film.)",Pursuits of Happiness
(on pain of espousing some repudiated mode of aristocracy),Pursuits of Happiness
"(New York: Anchor Books, 1963)",Pursuits of Happiness
(like the thought of there being a time and place at which the frontier came to an end),Pursuits of Happiness
"(If a talent is something inaccessible to those who do not have it, who are not ""gifted"" with it, then it would follow that the possession of some talent is not part of the concept of the natural aristocrat.)",Pursuits of Happiness
"(distinguishing these from the middle and lower classes, which Arnold calls the Philistines and the Populace)",Pursuits of Happiness
(It may be making visible what Blake calls our Emanations and our Specters.),Pursuits of Happiness
"(as, in their various ways, do Shakespeare and Tocqueville and Mill)",Pursuits of Happiness
"(as Arnold says all America does, and certainly as Veblen dbes)",Pursuits of Happiness
(which camera? Kidd's or Cukor's?),Pursuits of Happiness
(Rosalind Russell),Pursuits of Happiness
(Cary Grant),Pursuits of Happiness
"(In Bringing U p Baby, Hawks's comedy of two years earlier, Cary Grant says to Katharine Hepburn that he is getting married tomorrow. The information has the same effect on her there, of close-up concentration, that it has on him here.)",Pursuits of Happiness
(Ralph Bellamy),Pursuits of Happiness
(and Monkey Business),Pursuits of Happiness
"(first pretending to take an old man to be Bruce, then, apprised of his error, shaking Bruce's umbrella)",Pursuits of Happiness
"(I mention the Bergman film as the merest glance at one of the paths this book cannot itself follow out, into European film. Another such film obviously invoking the project of remarriage is Renoir's Rules of the Game (1939);a less obvious instance is Bresson's Les Dames du Bois de Boulogne (1945). It is also pertinent that Smiles of a Summer Night alludes to The Marriage of Figaro and, by negation, to Der Rosenkavalier.)",Pursuits of Happiness
"(""In your hat,"" she repeats emphatically, joining a line of allusions in the film to the behind, that favorite location of Howard Hawks's, that contains ""under her Piazza,"" ""right in the Classified Ads,"" and a woman with a wart on her named Fanny. These allusions invariably invoke an exclusive fellowship.)",Pursuits of Happiness
[a doll-faced hick?],Pursuits of Happiness
(English),Pursuits of Happiness
(A relation is being established here to other Hollywood film genres.),Pursuits of Happiness
[or Shakespearean comedy],Pursuits of Happiness
"[that is, not avoided]",Pursuits of Happiness
(representing. . . humors . . .),Pursuits of Happiness
"(This could be a way of describing what Hawks did to The Front Page in, as it is put, turning Hildy into a woman. The consequences he explores of this change are surely not less than those released in turning Plautus's identical male twins into one male and one female twin, as in the progress from The Comedy of Errors to Twelfth Night.)",Pursuits of Happiness
(so much might be taken as proven by The Front Page),Pursuits of Happiness
"(London: Oxford University Press, 1970)",Pursuits of Happiness
"(the Shapely of If Happened O n e Night, still at it)",Pursuits of Happiness
(I believe it was Manny Farber who first isolated it for attention),Pursuits of Happiness
(it is the fourth of the tracking shots we counted earlier),Pursuits of Happiness
"(""The jail break of your dreams"" indeed. There is no doubt in my mind that this refers both to Walter's wishes as an editor and to his desires as a suitor in having sent Hildy to find her fate, that is to find him, in this place.)",Pursuits of Happiness
(If it is supposed to be taken as a light by which prisoners are ordinarily interrogated then the doctor's sadism is merely an extension of the ordinary sadism of that world.),Pursuits of Happiness
"(although it does hope for reform; as it puts it, for a new government like LaGuardia's in New York)",Pursuits of Happiness
"(I shall not forbear noting that an assertion of this-worldliness, that is of mortality, is one of the most insistent of Desiree's attributes in Smiles of a S u m m e r N i g h t , the burden, for example, of her beautiful song in the final act of the drama, in the pavillion. I do not wish to harp on her relation to Walter, but this conjunction of references to a secular world suggests a further line of investigation in thinking of these comedies, a suggestion of mankind abandondto itself.)",Pursuits of Happiness
"(In this connection remember Hildy's early statement to Walter about her having jumped out of a certain window a long time ago, roughly to save herself from him. This is a curious confirmation that Hildy's alignment with Earl is purified by Walter's, not her, alignment with Molly.)",Pursuits of Happiness
"(that is, absolute monarchs)",Pursuits of Happiness
(of whatever origin),Pursuits of Happiness
"(the father's treatment of the mother in The Philadelphia Story, Sidney Kidd's treatment of anyone and everyone, the mother-in-law and the fiancee's parents in The Awful Truth)",Pursuits of Happiness
(the Sheriff and the Colonel in Bringing Up Baby),Pursuits of Happiness
(The Lady Eve; Adam's Rib),Pursuits of Happiness
"(Improvisation and the capacity for taking risks are characterized as virtues in an early essay of mine entitled ""Music Discomposed."")",Pursuits of Happiness
"(unless you are willing already to accept the presence of the film image, and its power of credibility, as machine enough)",Pursuits of Happiness
"(or, as I suppose, of the relation of the masculine to the feminine side of human character)",Pursuits of Happiness
"(in Albany, too!)",Pursuits of Happiness
"(in which they could have gone to jail for stealing a stomach [it was a piece of evidence in a trial] and in which while they were unmarried and hiding out for a week they stole pleasures for which, as Walter reminds her, they could also have gone to jail)",Pursuits of Happiness
"(It is this fact of their being home, rather than their plain isolation from the rest of the world, an isolation that is emphasized in all of the other comedies of remarriage save, for good reason, The Philadelphia Story, that claims their relation to Robinson Crusoe and Friday.)",Pursuits of Happiness
(in which case you must keep on escaping),Pursuits of Happiness
(in which case you are free to stop and think),Pursuits of Happiness
(as we in our places),Pursuits of Happiness
"(nor, hence, the man's)",Pursuits of Happiness
(Katharine Hepburn),Pursuits of Happiness
(Spencer Tracy),Pursuits of Happiness
(Judy Hol1iday),Pursuits of Happiness
(Tom Ewell),Pursuits of Happiness
(Jean Hagen),Pursuits of Happiness
(as if to parody Adam's lecture),Pursuits of Happiness
"(The incoherence upon Adam's characterization of marriage as a contract underscores explicitly, in this latest of the definitive remarriage comedies, that there is no such genre apart from two social facts: that divorce is regarded as possible, a morally and religiously acceptable option; and that we remain unsettled, accordingly, about what makes marriage an honorable estate. The genre of remarriage may be said to find the humor in this state of affairs preferable to the humor derivable from a state of affairs in which divorce is not a moral or religious option, to the farce, say, in adultery. The word ""contract,"" at this climactic moment, to my ear names the social contract that was to express the consent that constitutes lawful society, the doctrine that replaces the divine right of kings. Here again the fate of the marriage bond in our genre is meant to epitomize the fate of the democratic social bond, as more or less explicitly in the aristocratic equations of marriage and society in The Philadelphia Story, or the equation of victim and wife and heroine in His Girl hiday, the linking of fates that underlies, as I argued, Milton's argument for divorce. I rephrase these matters parenthetically here because the recurrent doubt has struck me again here, as it might at any time, whether we fully recognize how remarkable the problematic of these comedies is. It is not remarkable to be told publicly that the The World Viewed, enlarged ed., p. 200.  .-. integrity of society depends upon the integrity of the family. But it is something else to be told that the integrity of society is a function of the integrity of marriage, and vice versa, where marriage is validated neither by a family nor by the law.)",Pursuits of Happiness
(not exactly that the legality of his marriage has been infringed but),Pursuits of Happiness
"(""the old juice"" he had called them when they were hers)",Pursuits of Happiness
(used mostly to inform us that scenes to follow take place later that evening),Pursuits of Happiness
(as perhaps Doris Attinger was doing),Pursuits of Happiness
(make noises in the night),Pursuits of Happiness
(It turns out that the story is not in his newspaper; anyway not up front.),Pursuits of Happiness
"(Freud accuses women of threatening civilization because of their centripetal interest in their own family. Adam's accusation, on the contrary, seems caused by Amanda's centrifugal interest in civilization.)",Pursuits of Happiness
(like America and American law),Pursuits of Happiness
(the air going out of Gable's tire; Grant's being dressed in a negligee or covered with feathers; Fonda's repeated fallings; Tracy's dizziness and stuttering in court),Pursuits of Happiness
"(""instinctive"" is the word she will use about Adam's male brutality)",Pursuits of Happiness
"(""Kill him?"" Adam inquires; ""Nope. Condition critical, though.')",Pursuits of Happiness
(still),Pursuits of Happiness
(by Cary Grant and Ronald Coleman),Pursuits of Happiness
(if not equally respectable),Pursuits of Happiness
(Jean Arthur),Pursuits of Happiness
"(her appeal away from their privacy to the realm of the public, the direction explicitly renounced and explicitly longed for by Tracy Lord)",Pursuits of Happiness
"(as opposed, for example, to Mr. Attinger's way)",Pursuits of Happiness
(anyway clearly not a point of view shot),Pursuits of Happiness
"(But really speaking in abbreviation of the entire chain of wish and apparatus that leads from director through camera to projected image as the work of a camera is already speaking of film as inflectional, or say as photographic. A filmmaker who wishes to defeat this inflectionality will wish to defeat the camera, or his dependence on the camera, in arriving at his projected images.)",Pursuits of Happiness
"(J. L. Austin was thinking, like Wallace Stevens's line, about the internality of words and world to one another when he asked, parenthetically in his essay ""Truth,"" ""Do we focus the image or the battleship?"")",Pursuits of Happiness
(the one entitled Adam's Rib),Pursuits of Happiness
(so conceived),Pursuits of Happiness
(To escape criticism by invoking directly the theory of an art can be taken as a motive of the modern in art.),Pursuits of Happiness
(minus the contained film),Pursuits of Happiness
(David Wayne),Pursuits of Happiness
(a film),Pursuits of Happiness
"(Philosophy and Literature, published by the University of Michigan, Dearborn)",Pursuits of Happiness
"[You cannot know the bignificances a priori, for example by consulting some code; interpretation is required.]",Pursuits of Happiness
"(i.e., that we as viewers are always already displaced before them)",Pursuits of Happiness
(like that line itself? like the screening? etcetera),Pursuits of Happiness
(the Morton's Salt box),Pursuits of Happiness
(since it contains something the other cannnot contain),Pursuits of Happiness
"(or, more strictly, better values than the nonexistent home movie which the elaborately produced fictional home movie we are shown impersonates)",Pursuits of Happiness
(primitive),Pursuits of Happiness
"(of which home movies form a massive if peculiar species, and for which the home movie we are shown here suggests in turn a fictional basis)",Pursuits of Happiness
"(where the ownership and security of a mortgage can set the terms of plot, character, and setting)",Pursuits of Happiness
(call this his or her style),Pursuits of Happiness
(those of us subject to these convictions),Pursuits of Happiness
(in capitalist culture?),Pursuits of Happiness
"(economic, spiritual, epistemological, metaphysical, geographical)",Pursuits of Happiness
(of something),Pursuits of Happiness
"(Iago, Edmund)",Pursuits of Happiness
"(I do not wish, in trying for a moment to resist, or scrutinize, the power of Spencer Tracy's playfulness, to deny that 1 sometimes feel Katharine Hepburn to lack a certain humor about herself, to count the till a little too often. But then I think of how often I have cast the world 1 want to live in as one in which my capacities for playfulness and for seriousness are not used against one another, SO against me. I am the lady they always want to saw in half.)",Pursuits of Happiness
"(""Barn-kissing, an old Connecticut custom""; ""and as the something sails off into the sinking something we say goodbye to . . ."")",Pursuits of Happiness
(presumably among other things),Pursuits of Happiness
